Title,Company,Location,Postdate,ExtractDate,Summary,Salary,JobURL
Supervisor de Información y Bases de Datos,PlayCity Casino,"Tlalpan, CDMX",hace 2 días,2021-01-24,Únete al mejor equipo de trabajo y vive la “Experiencia Play”. Tendrás oportunidad de desarrollar una carrera en el mejor casino de México.,"$25,000 al mes",https://mx.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ARZ6FD_sGVUlGBzehOYNtGzUDZUjJmHvpVAt3NcHx3Z0EojSYCsOFVAwe3aTTQoWJc8CD-5SHmwlwCtentlPReJZ5MuTD6pTrjVoHKmcKpajIFQLAns2QxZd8ZiArbqimiHjBX5x-LbMtbL3icxo6ASeptTPkVSjTOz33KAo_xiBwkduZpc0KEQfhfbWCkNfUgf9D0WNLYKei3Jfd_mqTi4P4LgZWOxETGFdz1S2H5n8ZDYnKSaAf1BKPV0P69ViN2yU7SPgjhCApX1kGopBw5azF59MoMAYZGUdGxc9b35aL6NYHbAaGJggAz0qf4F1lsFos0FgZNWMHpXJw7YuyIh51kx8zVIHKjqQcNw-hw4BhgPqTZ38qLuUPasbZoo51Ac598Vueb8Fhk7WQasRcjhN1GN149Mm2FSpDvENy0UNrHg3UUQupN4Y40Z-6k_UmaNCk3i4mSPhQ_mAAPIBOKL1ez9iPgb0ylGRWbRqkd9qCHkFItJEOWZ5zm2uHPFCKEAXfTF8yqgw==&p=0&fvj=1&vjs=3
Analista Programador,TELEFÓNICA MOVISTAR MÉXICO,"Álvaro Obregón, CDMX",hace 8 días,2021-01-24,"Creación de hotfixes, work arounds y automatizaciones a través de programación avanzada en Shell script en linux, awk, pl/sql, sql avanzado, base de datos,…",,https://mx.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CAK0KuF2dXzmzJqvPttU3dIjGr4O77-6vARMFVn6iksX32Lw8x6_4x2vvCHoFEgUERI24eTi8aQMnIwcRP4vxhuH6fA2g7bRMYLlHFv7IPhD-sfUaomJjb5bOrk66A3aBfclbr-m-6n6UagZym155mGE1ISuvPgRwmALROcsp8c1kq2bm50VPv0cpPYwrkY2EzsU5nU9LzHX_5lCTUe9Ln-zHObX9cdzlzmKcVlY8NoAhc_FqliEyKltNiXzTc5jgs85ZZ7PbRggFjBgBvaVywhEGeouw0ed8E942oUfM11ayoR3juZCUz_WKc2gn7MMUvcIwjXN4_KXh8Ue8wTCSjle3nK-1UjUPO0U5ju4bTYDZX5uZLe7LkdfLi3gKgr4ypc5Vw0YyYwAhg0fUylcEOraLWnXO5BsVo6b8nvOT-FjAKHlqyceaG4cHNxQgS3nPOrrqXqTBpFaMyEA6UhuLxppmOmIK2DUg=&p=1&fvj=1&vjs=3
Trafficker Digital para agencia digital de performance,Olozfera,"Cuauhtémoc, CDMX",hace 17 días,2021-01-24,"Olózfera Agencia digital de alto crecimiento, busca Traficker Digital para campañas de Performance.. Escolaridad: Persona egresada de la Carrera de Economía,…","$15,000 - $18,000 al mes",https://mx.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AooLUkaZszNYXJa5t2s33g5qoI_PnclcrTb6T1G5TzZHAVq4I5SKOrGCbVtFN2CynohmjsIS-hLf0ZIRKuq5e2Vx8-iAYKHcFZk_qZVMdWW6kdZixMbRPZhnhhUjCC-w57KgTKF3NJ0vWkGPaGfb-E40_c28vIjlLSO9XHMyczC6G3FUnkIfjik1RHGM2DvHlsDX0xgjkhFlrAxoEAhE5k0H9l1z8oRaauEmIFWDHRwrxuegrkEhzexd-cUc8cx3bnMM3fbWHm54OvgTc3j7WNLLaIo9cECNQBzkG9toNmsaYissQZsJ0SB4rIRbt5wCuHcotUZTkoPIJsJA0udPBWGAppfDVOoCRy5CdKfYYMmEaWVo3dWRFHr7HPm-AfsPyBihU4bAqvwhL26IBdrHiD_VHJLj-roT7HK-sB_AqrCL6DoRX6WhUswCB4LRHQdduEHoyabaFZlATy7hGHSLOZkTDAxbhuGuMPnSry2lVL1eNTiHqT8Zms&p=2&fvj=1&vjs=3
ASISTENTE ADMINISTRATIVA,Talent Consultants ML,"Benito Juárez, CDMX",hace 13 días,2021-01-24,"Generar Logísticas Locales, Nacionales, Internacionales. Control de Remisiones de entregas y recolecciones. Recepción de Materiales e insumos.","$10,000 - $12,000 al mes",https://mx.indeed.com/company/Talent-Consultants-ML/jobs/Asistente-administrativa-9758d955efe06461?fccid=8dd453ecf8046388&vjs=3
Coordinador Administrativo,Cuprum,"Gustavo A. Madero, CDMX",hace 6 días,2021-01-24,\*Realizar el alta de los clientes con el fin de tener los registros necesarios para programación de suministros. \*Generar y consolidar reportes de clientes.,"$18,500 al año",https://mx.indeed.com/company/Cuprum/jobs/Coordinador-administrativo-5ac88871e230f4b9?fccid=eaa6c24411353fd6&vjs=3
Coordinador Administrativo de Proyectos.,Axioma Proyectos,"Cuauhtémoc, CDMX",Hace más de 30 días,2021-01-24,Manejo de programación y control de obra. En Axioma Proyectos buscamos al mejor talento para tomar nuevos retos. Dar seguimiento al programa de obra.,"$22,000 al mes",https://mx.indeed.com/rc/clk?jk=6d40848a926b1cc5&fccid=8d18b57b2007a73c&vjs=3
Recepcionista HITO,Teleton,"Ciudad de México, CDMX",Hace más de 30 días,2021-01-24,"Optimizando los recursos humanos y de servicio, a través de una programación eficiente y eficaz de cada uno de los servicios de las diferentes áreas.",,https://mx.indeed.com/rc/clk?jk=f30abba118746394&fccid=8b5f182760a580d6&vjs=3
Intendente de Obra,GRUPO GWEP,"Tláhuac, CDMX",hace 17 días,2021-01-24,Realizar la programación de los materiales y mano de obra para el cumplimiento del programa establecido. Somos una empresa con más de 20 AÑOS de experiencia…,"$28,000 - $35,000 al mes",https://mx.indeed.com/company/Cumbres-Herradura/jobs/Intendente-obra-60de446e42a91ad2?fccid=c7b54eea31a8bded&vjs=3
Analista administrativo,ALUVRI,"Iztapalapa, CDMX",hace 2 días,2021-01-24,Elaboración de reportes 4. captura de información 5. programación de rutas entre otras. 20 de febrero de 2021. L Ma Mi J V S.,"$6,000 al mes",https://mx.indeed.com/rc/clk?jk=d4f55b604350aaf0&fccid=104a993ea469da0a&vjs=3
Comprador JR,RUPED INTERNACIONAL,"Iztapalapa, CDMX",hace 1 día,2021-01-24,"Esta vacante viene de la bolsa de empleo Talenteca.com. Edad: 23 a 30 años. Ingenieria Industrial, Administracion Industrial, Quimica (Manejo de ERP).","$14,000 al mes",https://mx.indeed.com/rc/clk?jk=398a5c297486b985&fccid=489a22c31be33680&vjs=3
EJECUTIVO DE TRAFICO IN HOUSE,PRIDA SERVICIOS CORPORATIVOS SA DE CV,"Benito Juárez, CDMX",hace 3 días,2021-01-24,"Importante empresa del sector aduanero se encuentra en búsqueda de: EJECUTIVO DE TRAFICO IN HOUSE. Escolaridad: Relaciones Exteriores, Comercio Internacional,…","$13,000 - $15,000 al mes","https://mx.indeed.com/company/Prida-Servicios-Corporativos,-S.A.-P.I.-de-C.V./jobs/Ejecutivo-trafico-house-8e87ef9b991ad876?fccid=ef0ab99aefe5b399&vjs=3"
Desarrollador Jr,Blumitech SA De CV,"Cuauhtémoc, CDMX",hace 10 días,2021-01-24,"Egresado, estudiante o carrera trunca de Ing. en Computación, Informática, Sistemas, Programación o carrera a fin , a desempeñar funciones como: Desarrollo e…","$5,000 al mes",https://mx.indeed.com/company/Blumitech-SA-De-CV/jobs/Desarrollador-junior-9781cd64386b0143?fccid=99dc8aa4d157c001&vjs=3
Asistencia a Dirección para Administración de condominios,Lixxa Consulting,"Colonia Polanco, CDMX",Hace más de 30 días,2021-01-24,"Facturas a proveedores: Recepción y revisión de facturas, Envío a Dirección para autorización y programación de pagos. Lugar de Trabajo: *Ciudad de México.","$7,000 - $10,000 al mes",https://mx.indeed.com/company/Lixxa-consulting/jobs/Asistencia-direcci%C3%B3n-administraci%C3%B3n-condominios-2a311d583293e3e9?fccid=4cdd977811a6425d&vjs=3
¿Te encanta programar? Web/Móvil Backend & Frontend. Programador Jr,M22,"Coyoacán, CDMX",Hace más de 30 días,2021-01-24,"Aprendizaje y desarrollo con lenguajes de programación para sistemas web y aplicaciones móviles. Ahora estamos buscando a una persona que, al igual de todos los…","$12,000 - $20,000 al mes",https://mx.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DxmIgQqch13PGkj6ugSzylEzKPimiy2zCuNjU_g2WdPwXOnVBAMrjtYMwJEp-PDOQXbMrKiIaZlnjkV6XA9HkD25wG13cXi43TYsk_QiJXKYZfSAl71U_FdoV29WLUoQCEi0rvjQh0BYXIJ1-DJX4tFUOgb0rCNO1JDctlcPQCzhmjZ-5H_uuNSol87nOXyJt-9LN2beIgthLqLh2g6TEsWyDGy6KqO-YoG8dW56trf4VP4Gk1QKDqIRSurXG9bgY9K2AseZ75rccAij9ROvFO4XeXfBwHPOLX5sDUAnM_YoxLHilJjbHH8vYt_LV9TImEICLrDx7DUA3L1slwVr9WLroBR3iZzBIedV6iTeeB72Anb53FSTowOKT-4FV_AGEcMRuNxx7ga3nU_aRbQgHh98bOCPhx8esSJzobVcCjVwWa4DdggHnkEW2DiSo7Gwg2h9XcgAxunotn1bsIlpkRdPftuWOa8_gkD5DleFELbQGnO3HKkKR_2mfM3HuQdnHA1MCi8VUSNjIpgXGrZIBo&p=0&fvj=1&vjs=3
Supervisor de Información y Bases de Datos,PlayCity Casino,"Tlalpan, CDMX",hace 2 días,2021-01-24,Únete al mejor equipo de trabajo y vive la “Experiencia Play”. Tendrás oportunidad de desarrollar una carrera en el mejor casino de México.,"$25,000 al mes",https://mx.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ARZ6FD_sGVUlGBzehOYNtGzUDZUjJmHvpVAt3NcHx3Z0EojSYCsOFVAwe3aTTQoWJc8CD-5SHmwlwCtentlPReJZ5MuTD6pTrjVoHKmcKpajIFQLAns2QxZd8ZiArbqimiHjBX5x-LbMtbL3icxo6ASeptTPkVSjTOz33KAo_xiBwkduZpc0KEpHzV-0ic8fYNlAcb98gxY5jvjD3-dl_CfH16qwlsn0hQ1EYnGUcdhHWOmCBFGx-t4TCOR7TdrWzbXCLNvKdsFdYTwYeU83-Oqn-cgNSVSLMqEj6CgXySuy1cj19U232Y4QVCnwEu0cDoZAFSvMXN9fd8ZSnQd9PydITEDlE0uqugmW9eUbyWLsVTey5nheTT-xfGJQSb-ni7c6LGSBwZM8k242PwxwYrbcyihnYSyCrB7KfrSnE-YCwePjOB1cDREjsaIjnx3W38GHqvy3e8AdDzafKiHTcwlYYnMl26fE8BIDAzh9_7JsICzEjiQiUIlIPbKE5Ln7OouAeWIXDS4A==&p=1&fvj=1&vjs=3
Técnico electromecánico,Azisten Group S.A. de C.V.,"Azcapotzalco, CDMX",hace 17 días,2021-01-24,Edad: 20 a 40 años. Vivir como máximo a 1 hora de Azcapotzalco. Sueldo: 5200 pesos libres mensuales + prestaciones de ley desde el primer día.,"$5,200 al mes",https://mx.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DtJAPggw9f4ZE3jQT0miw2HMIGX_AdViQihdnm5HK21tTBYQoUoAhszOuioFwNV47TfGcbPjo2O37XYGHM2EsTrBSETeYOulow7qVNePG6L5x2quI-l13i_gmONmwXC59098i9udMPjebM4yq402RbUpRwRSQ2RuQYv3M5sSCu3-XAlwLOLNNEwAC0sOIOSJFfhHzQMG26fc55de_lmgFFFHmv9rJLXMKsnTp6y08lwE1rYPBrTSOIbbMdZ2kXKUsXLAX04a_KAayjaLaEq6QAUYS3VMNP8gTLPdKoOaxKk0GYZ7H-CltlNiA0errRUKwc9_H6wpcyY3ZYz1aA4OVmb3QN9Bn431fhdeFrQXB7bvgZ16C1nmcu-FMM4-ycHzlAtrfPSc1CfBftCjIdYPdUiSoIH1vy1WtGQZH7oDwpLqd9NyYq9K2ryHiDahbQQyiVDx-SgIEORaNynttLtqxHlTvQ5kUHbj9FwhH6iBG6FiB2SXrqeF6Zb3heH4rsA5k=&p=2&fvj=1&vjs=3
Gerente de Administración y Finanzas,Transportación Inteligente MP,"Colonia Condesa, CDMX",hace 5 días,2021-01-24,Elaboración de presupuestos y programación Financiera y contable de la compañía. Gerente de Finanzas y Administración *. Haber tenido gente a cargo.,"$35,000 al mes",https://mx.indeed.com/company/Transportaci%C3%B3n-Inteligente-MP/jobs/Gerente-administraci%C3%B3n-finanzas-5d86b2d65373bb04?fccid=2034f176b0459a5b&vjs=3
Encargado de Logística-Almacén,DPS MEXICANA SA DE CV,"Miguel Hidalgo, CDMX",hace 3 días,2021-01-24,Responsables de la programación de mantenimiento de los vehículos. Responsable del registro de entrada y salida de materiales en el almacén.,"$9,000 - $11,000 al mes",https://mx.indeed.com/company/DPS-MEXICANA-S.A-DE-C.V/jobs/Encargado-log%C3%ADstica-almac%C3%A9n-48a9a301946315c6?fccid=0d7e933606b6612f&vjs=3
Jefe de Producción,KREATIVIDAD EMPRESARIAL A.C.,"Benito Juárez, CDMX",hace 2 días,2021-01-24,Realizar la programación de la producción y asignación de prioridades coordinar las actividades de producción de los diversos departamentos balancear las tareas…,"$12,000 al mes",https://mx.indeed.com/rc/clk?jk=d7be39a5bc6ded15&fccid=4f6521e943cdc8bd&vjs=3
Asistente a Dirección para administración de Condominios,Wurzel,"Colonia Polanco, CDMX",hace 18 días,2021-01-24,Importante empresa de administración y gestión de edificios de departamentos se encuentra en búsqueda de un ASISTENTE DE DIRECCIÓN PARÁ ADMINISTRACIÓN DE…,"$8,000 - $12,000 al mes",https://mx.indeed.com/company/Wurzel-Group/jobs/Asistente-direcci%C3%B3n-administraci%C3%B3n-condominios-22a9546996066132?fccid=9c309dea0ba99aa0&vjs=3
Servicio Social y Practicas Profesionales,Interkali | Muebles Que Organizan Tu Vida,"Benito Juárez, CDMX",hace 1 día,2021-01-24,"Servicio Social y/o Prácticas Profesionales. Si te destacas por ser proactiva(o), creativa(o), innovador(a), analítica(o), con capacidad de trabajar en equipo,…","$1,900 al mes",https://mx.indeed.com/rc/clk?cmp=Interkali-%7C-Muebles-Que-Organizan-Tu-Vida&ti=Servicio+social+practicas+profesionales&jk=591034b339489d92&fccid=31f2e54e23ea98e6&vjs=3
Auxiliar laboratorista (Concreto),SECODISA,"Miguel Hidalgo, CDMX",hace 15 días,2021-01-24,"_Asociación no lucrativa dedicada a la investigación, enseñanza y difusión de las técnicas de aplicación del cemento y del concreto con más de 60 años en el…","$9,000 al mes",https://mx.indeed.com/company/Secodisa/jobs/Auxiliar-laboratorista-7dc0d37d9e8e794d?fccid=1575e1b59bc381e5&vjs=3
Soporte Técnico con Conocimientos en Programación,Almacenadora Inter Americana SA deCV,"Gustavo A. Madero, CDMX",hace 10 días,2021-01-24,Respaldar la información almacenada en los servidores de datos. Realizar las copias de seguridad de la información sensible de la empresa.,,https://mx.indeed.com/company/Almacenadora-Inter-Americana-SA-deCV/jobs/Soporte-t%C3%A9cnico-conocimientos-programaci%C3%B3n-d77fbf0520cd6951?fccid=8aacd4ed7c794ef0&vjs=3
Gerente de Planeación e Información Financiera,Transportación Inteligente MP,"Colonia Condesa, CDMX",hace 5 días,2021-01-24,Elaboración de presupuestos y programación Financiera y contable de la compañía. Gerente de Planeación e información Financiera*. Precauciones ante la COVID-19:,"$35,000 al mes",https://mx.indeed.com/company/Transportaci%C3%B3n-Inteligente-MP/jobs/Gerente-planeaci%C3%B3n-e-informaci%C3%B3n-financiera-13ea90aac275f0fe?fccid=2034f176b0459a5b&vjs=3
Comprador Jr.,INTERNATIONAL FOAM MEX,"Iztapalapa, CDMX",hace 3 días,2021-01-24,"Ingeniería Industrial, Administración Industrial, Química (Manejo de ERP). Cotización, compra y administración de materiales y servicios Programación y…","$12,000 al mes",https://mx.indeed.com/company/INTERNATIONAL-FOAM-MEX/jobs/Comprador-junior-6ab162eb2f5ab2bd?fccid=dbbcb4fdd0a0a78a&vjs=3
Asistente de Investigación,IPA Mexico,"Cuauhtémoc, CDMX",hace 19 días,2021-01-24,"Para ambos proyectos, los entregables incluyen programación y análisis de datos, proporcionando a los PIs y al Research Managers resultados en tiempo real,…","$40,000 al mes",https://mx.indeed.com/company/Innovations-for-Poverty-Action/jobs/Asistente-investigaci%C3%B3n-7b6fe6bf46001d00?fccid=b75576819abab1d1&vjs=3
Trafficker Digital para agencia digital de performance,Olozfera,"Cuauhtémoc, CDMX",hace 17 días,2021-01-24,"Olózfera Agencia digital de alto crecimiento, busca Traficker Digital para campañas de Performance.. Escolaridad: Persona egresada de la Carrera de Economía,…","$15,000 - $18,000 al mes",https://mx.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AooLUkaZszNYXJa5t2s33g5qoI_PnclcrTb6T1G5TzZHAVq4I5SKOrGCbVtFN2CynohmjsIS-hLf0ZIRKuq5e2Vx8-iAYKHcFZk_qZVMdWW6kdZixMbRPZhnhhUjCC-w57KgTKF3NJ0vWkGPaGfb-E40_c28vIjlLSO9XHMyczC93chYQ2VfLLNd120ek3oh6F_IGkS3viZmf6oJWXUnVSqyVEhhgaCeQzuLcIXCFn5BaHFjwxGWB8OcZKbmSGpGl7Y8QkEq2-wWcCVsjN9BS56N3N35oOfZmJ0YonQN5kFABGDU1gBkcSf53LNdqvXsgIlFv-gYOzRgQ-Wm-0Xqd8tuvSbc7P1en2E1cTEGIyCXBkAx7uHCmhlX65gqKHzIWpbPu6r0N6A_1ImnLIoS5U_mvkzomghUZi0zjxC139vYgHtdRetJjc8l9KK2ED2cPfVoRBT73Q4_sacOGd6mUlhUhqorI1aPOmOnJzzCA6E16hzfpK3OSGZNb7puqLMf-M1xdRHKJCRA==&p=13&fvj=1&vjs=3
Ejec Reportes Regulatorios IFRS9,CONFICENCIAL,"Cuauhtémoc, CDMX",Hace más de 30 días,2021-01-24,Trabajar en conjunto con las áreas de programación para la automatización de Reportes Regulatorios. Elabora y envía los Reportes Regulatorios de Cartera…,,https://mx.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BcYGqTpIYCu3gKIYIM1iKMLDZ-TE_m_99kABDSYeB7MNKwHegySXNyEslB4PdUhDGgZsDd_RAixt8sZzj1cLG6N_8X40s6UwrFzzfoIntspr-mFBIifak1LqlSYP57BKllSjBNbFwEMFD2zv32yEOpV8UobRvWS7Jq6ynKgt8gEoJMVWJxmROfiLTySrsg0MktJGiMhgesJqv2Lk9rSVAIX7MY12lrXIVZlC9bcmR-GHSUorIUyXMCA2GWtvpTUbgbHysBzs9PVMsBs7QX1Ddo4_eO9ys6ldzQDaNUetM2MNwIj_XCVEFN_2N6LIyVkPrmR8oX73vOXbFF6DVPO3JKvS-fnwcyhemVUH1bo-lW7PRBlekUyaI_qNbDlC71X9KU_2yK2K5ezJDOm2voXDJ_Zg1C-arCAsmWtnK3IQCPeFO7jniYfk41iIzDaKbdD7gJWuDRCV1LI3soDeJod5QTBPNZlrRRbJy4oQ95QWGrvbzjeRwgp2v2&p=14&fvj=1&vjs=3
Programador Jr (Jornada Vespertina),SERTEC S.A. DE C.V.,"Miguel Hidalgo, CDMX",Hace más de 30 días,2021-01-24,"SERTEC, EMPRESA LÍDER EN COBRANZA A NIVEL NACIONAL. Tenemos una oportunidad para ti, únete a nuestro equipo como ""Programador Jr""*. Plan de vida y carrera.","$7,500 - $11,000 al mes",https://mx.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DbDs_wYHDaOe462sHWWE45REh7bnb5gQaMCeoAkoe3JiNNo9cps0RzjZN1Zz59-CnsafjMgK6kXOQiWHnxPOc2SLeC8qzNMG67iKXb93I0bZb9GkDr2e-oKEgkLpGX8X2yujqX8UFYBoHLz4ZiUrqufhcnwso9DpvBhOdVjHemYhORNofiSK8-KLTcuZuKLpNydEgqZ7rqSYYaw7laPyZq0OQFRFwXh6fXBxzYK9qOt9AGhQvwBCGg02bfz3c6tg3Nm3MWFDfyfsWHmjGkHUTcX_rr-4clwyDzO-HVl0eOB2PJlZnIok0ELMJxBRuXNnk5cBPlVz7cifNUgb-1MCcR0MK1oGOMt8j-mykg97TfZY27hlsBWhq-GjMn5DcuOSR6b9voy4kgKpAJxNjGLxSZj5l_6vFSkryBLCsfmPg2cj6yaL_bR9PVHlS0leheH9d65-1SVN0u4LNnGDS1LMXp&p=15&fvj=1&vjs=3
Ejecutivo Operativo - Procter,Transportes Castores de Baja California S.A. de C....,"Azcapotzalco, CDMX",hace 5 días,2021-01-24,"Experiencia en operaciones logísticas, operar, administrar y dirigir rutas logísticas de entrega, asegurar la correcta aplicación de políticas ( de…","$9,000 - $9,500 al mes",https://mx.indeed.com/company/Transportes-Castores-de-Baja-California-S.A.-de-C.V./jobs/Ejecutivo-operativo-3f93d5bbb735d7f1?fccid=734f7573a1390e6c&vjs=3
Consultor en normas,Inoovacion y Diseño de Procesos de Negocios,"Cuauhtémoc, CDMX",hace 13 días,2021-01-24,"Innovación y Diseño de Procesos de Negocios S.A. de C.V. es una empresa que se enfoca en el desarrollo y crecimiento de pequeñas y medianas empresas, dedicada a…","$4,000 - $4,500 al mes",https://mx.indeed.com/company/Inoovacion-y-Dise%C3%B1o-de-Procesos-de-Negocios/jobs/Consultor-normas-517420a40acfc19e?fccid=913592ade691bdd3&vjs=3
RESPONSABLE DE PLANEACIÓN Y CONTROL DE OBRA,GRUPO SACMAG,"Benito Juárez, CDMX",hace 3 días,2021-01-24,"Administración del proyecto, desarrollo, organización y ejecución de actividades de acuerdo a la programación calendarizada. Zona de Trabajo: Silao, Guanajuato.","$25,000 - $28,000 al mes",https://mx.indeed.com/company/Grupo-Sacmag/jobs/Responsable-planeaci%C3%B3n-control-obra-6309b8e0f7944b32?fccid=5d9e6747092e6501&vjs=3
Ejecutivo de Servicio,Willis Towers Watson,Ciudad de México,hace 4 días,2021-01-24,"Apoyo en llenado de formatos y obtención de documentación para trámites de reembolso, programación o ingresos hospitalarios. Llenado de bitácoras y reportes.",,https://mx.indeed.com/rc/clk?jk=1e2736c39ad3bbbd&fccid=52f90de7b5346a08&vjs=3
Analista de Seguros,Grupo Imagen Multimedia,"Coyoacán, CDMX",hace 10 días,2021-01-24,"GRUPO IMAGEN MULTIMEDIA por crecimiento nos encontramos en la búsqueda de: . ANALISTA DE SEGUROS DE VIDA, GMM Y AUTO . Manejo de renovación de pólizas.","$12,000 - $13,000 al mes",https://mx.indeed.com/company/Grupo-Imagen-Multimedia/jobs/Analista-seguros-7346748a88075b0f?fccid=cc044a4a8ef820ea&vjs=3
"Especialista de análisis y filtros (Ciudad de México, Cuahtémoc)",BBVA,Ciudad de México,hace 1 día,2021-01-24,"México - Servicio Externos de Apoyo Empresarial, S.A. de C.V. Nos encontramos en busca de una persona con gran atención a detalle e interés en temas de PLD & FT…",,https://mx.indeed.com/rc/clk?jk=3fee30456d2e0899&fccid=c938a854fbd13908&vjs=3
Analista de Consultor,AAGA,"Colonia Polanco, CDMX",hace 10 días,2021-01-24,"Análisis de información cuantitativa, programación de cuestionarios en plataformas, acomodo y limpieza de bases de datos. Alta tolerancia a la frustración.","$15,000 - $17,000 al mes",https://mx.indeed.com/company/Aga-Lealtad/jobs/Analista-consultor-9ee3648b37a279f7?fccid=5234276a3ae2d7fc&vjs=3
Supervisor/a de Aprovisionamiento,Médicos Sin Fronteras en México,"Cuauhtémoc, CDMX",hace 5 días,2021-01-24,"Determinar la cantidad de productos que sea necesario comprar (volumen) teniendo en cuenta la demanda y las necesidades de la misión, previsiones de…","$17,000 - $17,900 al mes",https://mx.indeed.com/company/M%C3%A9dicos-Sin-Fronteras-en-M%C3%A9xico/jobs/Supervisor-aprovisionamiento-d09c1b4eccd076db?fccid=a1786e6c9d671e54&vjs=3
Especialista de Información y base de datos,"CENEVAL, A.C.","Benito Juárez, CDMX",hace 2 días,2021-01-24,"Uso de estadísticas, matemáticas, algoritmos y lenguajes de programación - Creación de modelos para extraer información valiosa de los datos.","$16,000 - $16,500 al mes","https://mx.indeed.com/company/CENEVAL,-A.C./jobs/Especialista-informaci%C3%B3n-base-datos-8b4d5d4940bd0a92?fccid=2eeb70bb98b3e06e&vjs=3"
Ingeniero de Soluciones en Campo,NORCUL,"Benito Juárez, CDMX",hace 15 días,2021-01-24,"¡Forma parte de nuestro equipo!*. _NORCUL, es una empresa dedicada al desarrollo de equipos de refrigeración conformada por jóvenes fortalecidos por la…","$7,000 - $8,500 al mes",https://mx.indeed.com/company/Norcul/jobs/Ingeniero-soluciones-campo-1c1be9bd74e787d5?fccid=3553fd7e4648b166&vjs=3
Gerente de Proyecto,Axioma Proyectos,"Cuauhtémoc, CDMX",Hace más de 30 días,2021-01-24,Conocimiento en programación y contratación de obra. En Axioma Proyectos estamos desarrollando oportunidades de colaboración para nuevos retos y buscamos al…,"$40,000 al mes",https://mx.indeed.com/rc/clk?jk=97060647c6342729&fccid=8d18b57b2007a73c&vjs=3
PEDAGOGO (trabajo eventual 3 meses),CONSULTING ARROYAVE,"Benito Juárez, CDMX",Hace más de 30 días,2021-01-24,Liderar equipo de trabajo de diseño y programación para generar el producto final de los sistemas de aprendizaje en cuanto contenido y parte visual de los…,"$18,000 - $22,000 al mes",https://mx.indeed.com/rc/clk?jk=ff01304f4d3e90c5&fccid=425ebf35f1d4dbd1&vjs=3
Asistente de Mercadotecnia,Innovacion y Diseño de Procesos de Negocios,"Cuauhtémoc, CDMX",hace 13 días,2021-01-24,"Innovación y Diseño de Procesos de Negocios S.A. de C.V. es una empresa que se enfoca en el desarrollo y crecimiento de pequeñas y medianas empresas, dedicada a…","$4,000 - $4,500 al mes",https://mx.indeed.com/company/Inoovacion-y-Dise%C3%B1o-de-Procesos-de-Negocios/jobs/Asistente-mercadotecnia-4613f7a4746004a9?fccid=913592ade691bdd3&vjs=3
Coordinador de Aclaraciones Bancarias,Konfio,"Colonia Polanco, CDMX",hace 9 días,2021-01-24,"Liderar y supervisar la correcta gestión y seguimiento de las aclaraciones recibidas por parte los Clientes, derivados de cargos no reconocidos en su cuenta.",,https://mx.indeed.com/rc/clk?jk=0d6f510c5a6abc7e&fccid=026893d6a31257b7&vjs=3
Auxiliar de Sistemas,GUANTES VARGAS S.A. DE C.V.,"Gustavo A. Madero, CDMX",hace 3 días,2021-01-24,"Conocimiento en lenguajes de programación (NET, JAVA, PHP, HTML, SAP, ETC). Guantes Vargas S.A. de C.V.*. Soporte y resolución de problemas con computadoras e…","$7,000 - $8,000 al mes",https://mx.indeed.com/company/Guantes-Vargas-S.A./jobs/Auxiliar-sistemas-2a70726a0c688ff3?fccid=9a80851a86091949&vjs=3
Coordinador de Aclaraciones Bancarias,Konfio,"Colonia Polanco, CDMX",hace 9 días,2021-01-24,"Liderar y supervisar la correcta gestión y seguimiento de las aclaraciones recibidas por parte los Clientes, derivados de cargos no reconocidos en su cuenta.",,https://mx.indeed.com/rc/clk?jk=0d6f510c5a6abc7e&fccid=026893d6a31257b7&vjs=3
Auxiliar de Sistemas,GUANTES VARGAS S.A. DE C.V.,"Gustavo A. Madero, CDMX",hace 3 días,2021-01-24,"Conocimiento en lenguajes de programación (NET, JAVA, PHP, HTML, SAP, ETC). Guantes Vargas S.A. de C.V.*. Soporte y resolución de problemas con computadoras e…","$7,000 - $8,000 al mes",https://mx.indeed.com/company/Guantes-Vargas-S.A./jobs/Auxiliar-sistemas-2a70726a0c688ff3?fccid=9a80851a86091949&vjs=3
Ejecutivo/a Atención VIA CHAT 1 año de experiencia Mb Poliforum,Manpower,"Benito Juárez, CDMX",hace 1 día,2021-01-24,"° Atender los Chats de suscriptores para cambios de programación pagos, tramites o canalizarlos a otras áreas. EJECUTIVO ATENCION A CLIENTES VIA CHAT.","$6,000 - $10,000 al mes",https://mx.indeed.com/company/Manpower/jobs/Ejecutivo-atenci%C3%B3n-via-chat-a%C3%B1o-experiencia-mb-poliforum-1bcecb57c75eae0c?fccid=1a17983a910f73d8&vjs=3
